version,data_stage,name,mean_jerk
current_aaron,raw,total,48.83054941857034
current_aaron,processed,total,19.197621487526657
current_aaron,raw,nose,28.045319918016737
current_aaron,raw,left_eye_inner,27.843084524550804
current_aaron,raw,left_eye,27.582820783272513
current_aaron,raw,left_eye_outer,27.634506245453014
current_aaron,raw,right_eye_inner,27.820605454677445
current_aaron,raw,right_eye,27.58249007892898
current_aaron,raw,right_eye_outer,27.668370293360013
current_aaron,raw,left_ear,24.652791526011406
current_aaron,raw,right_ear,25.16803624113506
current_aaron,raw,mouth_left,25.23043659755673
current_aaron,raw,mouth_right,25.39599824434427
current_aaron,raw,left_shoulder,27.536236074540753
current_aaron,raw,right_shoulder,26.364926725842157
current_aaron,raw,left_elbow,55.56289835762504
current_aaron,raw,right_elbow,59.28027501845685
current_aaron,raw,left_wrist,87.8945684662716
current_aaron,raw,right_wrist,87.63168896835016
current_aaron,raw,left_pinky,100.48783510415932
current_aaron,raw,right_pinky,100.707922203541
current_aaron,raw,left_index,99.2423656040499
current_aaron,raw,right_index,102.31705811029953
current_aaron,raw,left_thumb,94.50663068516752
current_aaron,raw,right_thumb,95.88646851697833
current_aaron,raw,left_hip,18.450853899841913
current_aaron,raw,right_hip,17.353421106220047
current_aaron,raw,left_knee,31.507595907690657
current_aaron,raw,right_knee,31.82221143318125
current_aaron,raw,left_ankle,35.686609426010214
current_aaron,raw,right_ankle,46.584564486204016
current_aaron,raw,left_heel,43.30831412249666
current_aaron,raw,right_heel,54.484447509606575
current_aaron,raw,left_foot_index,43.26435677746298
current_aaron,raw,right_foot_index,56.902422401517846
current_aaron,processed,nose,12.682608477441907
current_aaron,processed,left_eye_inner,12.958673854898095
current_aaron,processed,left_eye,12.898923296839426
current_aaron,processed,left_eye_outer,12.800738895668385
current_aaron,processed,right_eye_inner,12.962279886702545
current_aaron,processed,right_eye,12.970193641923776
current_aaron,processed,right_eye_outer,13.005121375839781
current_aaron,processed,left_ear,12.311946942455641
current_aaron,processed,right_ear,12.714195454438567
current_aaron,processed,mouth_left,12.122401002796114
current_aaron,processed,mouth_right,12.06463893144963
current_aaron,processed,left_shoulder,12.015945447298794
current_aaron,processed,right_shoulder,12.320213764325349
current_aaron,processed,left_elbow,18.232821715203006
current_aaron,processed,right_elbow,18.70382388842751
current_aaron,processed,left_wrist,29.610130214879277
current_aaron,processed,right_wrist,28.562446931558924
current_aaron,processed,left_pinky,35.47051254221025
current_aaron,processed,right_pinky,32.967400559553816
current_aaron,processed,left_index,36.20560337178372
current_aaron,processed,right_index,33.9689955933678
current_aaron,processed,left_thumb,34.09052953367242
current_aaron,processed,right_thumb,32.38427528028981
current_aaron,processed,left_hip,9.12113240553551
current_aaron,processed,right_hip,8.85723465177063
current_aaron,processed,left_knee,14.290026571518668
current_aaron,processed,right_knee,13.419160818220712
current_aaron,processed,left_ankle,19.13005750292053
current_aaron,processed,right_ankle,19.04852122147617
current_aaron,processed,left_heel,22.597698804511044
current_aaron,processed,right_heel,20.636678545923665
current_aaron,processed,left_foot_index,21.28943404195041
current_aaron,processed,right_foot_index,21.10714392152762
